0.000000,2.19772,0.5,-1.4129,1
0.001000,2.19772,0.5,-1.4129,1
0.002000,2.19772,0.50015,-1.4129,1
0.003000,2.19772,0.50045,-1.4129,1
0.004000,2.19772,0.500899,-1.4129,1
0.005000,2.19772,0.501496,-1.4129,1
0.006000,2.19772,0.50224,-1.4129,1
0.007000,2.19772,0.503132,-1.4129,1
0.008000,2.19772,0.504169,-1.4129,1
0.009000,2.19772,0.505351,-1.4129,1
0.010000,2.19772,0.506677,-0.735489,1
0.011000,2.19772,0.508147,-0.735489,1
0.012000,2.19772,0.509759,-0.735489,1
0.013000,2.19772,0.511512,-0.735489,1
0.014000,2.19772,0.513405,-0.735489,1
0.015000,2.19772,0.515437,-0.735489,1
0.016000,2.19772,0.517607,-0.735489,1
0.017000,2.19772,0.519914,-0.735489,1
0.018000,2.19772,0.522356,-0.735489,1
0.019000,2.19772,0.524933,-0.735489,1
0.020000,2.19772,0.527643,-0.720604,1
0.021000,2.19772,0.530484,-0.720604,1
0.022000,2.19772,0.533456,-0.720604,1
0.023000,2.19772,0.536557,-0.720604,1
0.024000,2.19772,0.539786,-0.720604,1
0.025000,2.19772,0.543141,-0.720604,1
0.026000,2.19772,0.546621,-0.720604,1
0.027000,2.19772,0.550225,-0.720604,1
0.028000,2.19772,0.55395,-0.720604,1
0.029000,2.19772,0.557797,-0.720604,1
0.030000,2.19772,0.561763,-0.697317,1
0.031000,2.19772,0.565846,-0.697317,1
0.032000,2.19772,0.570046,-0.697317,1
0.033000,2.19772,0.574361,-0.697317,1
0.034000,2.19772,0.578788,-0.697317,1
0.035000,2.19772,0.583328,-0.697317,1
0.036000,2.19772,0.587978,-0.697317,1
0.037000,2.19772,0.592737,-0.697317,1
0.038000,2.19772,0.597602,-0.697317,1
0.039000,2.19772,0.602574,-0.697317,1
0.040000,2.19772,0.60765,-0.668902,1
0.041000,2.19772,0.612828,-0.668902,1
0.042000,2.19772,0.618108,-0.668902,1
0.043000,2.19772,0.623487,-0.668902,1
0.044000,2.19772,0.628964,-0.668902,1
0.045000,2.19772,0.634538,-0.668902,1
0.046000,2.19772,0.640207,-0.668902,1
0.047000,2.19772,0.64597,-0.668902,1
0.048000,2.19772,0.651824,-0.668902,1
0.049000,2.19772,0.65777,-0.668902,1
0.050000,2.19772,0.663804,-0.636133,1
0.051000,2.19772,0.669926,-0.636133,1
0.052000,2.19772,0.676135,-0.636133,1
0.053000,2.19772,0.682428,-0.636133,1
0.054000,2.19772,0.688804,-0.636133,1
0.055000,2.19772,0.695263,-0.636133,1
0.056000,2.19772,0.701802,-0.636133,1
0.057000,2.19772,0.70842,-0.636133,1
0.058000,2.19772,0.715115,-0.636133,1
0.059000,2.19772,0.721888,-0.636133,1
0.060000,2.19772,0.728735,-0.599721,1
0.061000,2.19772,0.735655,-0.599721,1
0.062000,2.19772,0.742648,-0.599721,1
0.063000,2.19772,0.749712,-0.599721,1
0.064000,2.19772,0.756846,-0.599721,1
0.065000,2.19772,0.764048,-0.599721,1
0.066000,2.19772,0.771317,-0.599721,1
0.067000,2.19772,0.778652,-0.599721,1
0.068000,2.19772,0.786052,-0.599721,1
0.069000,2.19772,0.793515,-0.599721,1
0.070000,2.19772,0.80104,-0.560294,1
0.071000,2.19772,0.808626,-0.560294,1
0.072000,2.19772,0.816271,-0.560294,1
0.073000,2.19772,0.823975,-0.560294,1
0.074000,2.19772,0.831737,-0.560294,1
0.075000,2.19772,0.839555,-0.560294,1
0.076000,2.19772,0.847428,-0.560294,1
0.077000,2.19772,0.855355,-0.560294,1
0.078000,2.19772,0.863335,-0.560294,1
0.079000,2.19772,0.871366,-0.560294,1
0.080000,2.19772,0.879449,-0.518401,1
0.081000,2.19772,0.887581,-0.518401,1
0.082000,2.19772,0.895761,-0.518401,1
0.083000,2.19772,0.90399,-0.518401,1
0.084000,2.19772,0.912265,-0.518401,1
0.085000,2.19772,0.920585,-0.518401,1
0.086000,2.19772,0.92895,-0.518401,1
0.087000,2.19772,0.937359,-0.518401,1
0.088000,2.19772,0.94581,-0.518401,1
0.089000,2.19772,0.954304,-0.518401,1
0.090000,2.19772,0.962838,-0.474519,1
0.091000,2.19772,0.971411,-0.474519,1
0.092000,2.19772,0.980024,-0.474519,1
0.093000,2.19772,0.988675,-0.474519,1
0.094000,2.19772,0.997364,-0.474519,1
0.095000,2.19772,1.00609,-0.474519,1
0.096000,2.19772,1.01485,-0.474519,1
0.097000,2.19772,1.02364,-0.474519,1
0.098000,2.19772,1.03247,-0.474519,1
0.099000,2.19772,1.04133,-0.474519,1
0.100000,2.19772,1.05023,-0.429062,1
0.101000,2.19772,1.05915,-0.429062,1
0.102000,2.19772,1.06811,-0.429062,1
0.103000,2.19772,1.07709,-0.429062,1
0.104000,2.19772,1.08611,-0.429062,1
0.105000,2.19772,1.09515,-0.429062,1
0.106000,2.19772,1.10422,-0.429062,1
0.107000,2.19772,1.11332,-0.429062,1
0.108000,2.19772,1.12245,-0.429062,1
0.109000,2.19772,1.1316,-0.429062,1
0.110000,2.19772,1.14077,-0.382388,1
0.111000,2.19772,1.14997,-0.382388,1
0.112000,2.19772,1.15919,-0.382388,1
0.113000,2.19772,1.16844,-0.382388,1
0.114000,2.19772,1.17771,-0.382388,1
0.115000,2.19772,1.187,-0.382388,1
0.116000,2.19772,1.19631,-0.382388,1
0.117000,2.19772,1.20564,-0.382388,1
0.118000,2.19772,1.21499,-0.382388,1
0.119000,2.19772,1.22436,-0.382388,1
0.120000,2.19772,1.23374,-0.334811,1
0.121000,2.19772,1.24315,-0.334811,1
0.122000,2.19772,1.25257,-0.334811,1
0.123000,2.19772,1.26201,-0.334811,1
0.124000,2.19772,1.27147,-0.334811,1
0.125000,2.19772,1.28094,-0.334811,1
0.126000,2.19772,1.29043,-0.334811,1
0.127000,2.19772,1.29993,-0.334811,1
0.128000,2.19772,1.30945,-0.334811,1
0.129000,2.19772,1.31898,-0.334811,1
0.130000,2.19772,1.32852,-0.286607,1
0.131000,2.19772,1.33808,-0.286607,1
0.132000,2.19772,1.34765,-0.286607,1
0.133000,2.19772,1.35723,-0.286607,1
0.134000,2.19772,1.36682,-0.286607,1
0.135000,2.19772,1.37642,-0.286607,1
0.136000,2.19772,1.38603,-0.286607,1
0.137000,2.19772,1.39565,-0.286607,1
0.138000,2.19772,1.40529,-0.286607,1
0.139000,2.19772,1.41493,-0.286607,1
0.140000,2.19772,1.42458,-0.238019,1
0.141000,2.19772,1.43423,-0.238019,1
0.142000,2.19772,1.4439,-0.238019,1
0.143000,2.19772,1.45357,-0.238019,1
0.144000,2.19772,1.46325,-0.238019,1
0.145000,2.19772,1.47294,-0.238019,1
0.146000,2.19772,1.48263,-0.238019,1
0.147000,2.19772,1.49233,-0.238019,1
0.148000,2.19772,1.50203,-0.238019,1
0.149000,2.19772,1.51174,-0.238019,1
0.150000,2.19772,1.52145,-0.189263,1
0.151000,2.19772,1.53117,-0.189263,1
0.152000,2.19772,1.54089,-0.189263,1
0.153000,2.19772,1.55061,-0.189263,1
0.154000,2.19772,1.56034,-0.189263,1
0.155000,2.19772,1.57007,-0.189263,1
0.156000,2.19772,1.5798,-0.189263,1
0.157000,2.19772,1.58954,-0.189263,1
0.158000,2.19772,1.59927,-0.189263,1
0.159000,2.19772,1.60901,-0.189263,1
0.160000,2.19772,1.61875,-0.140523,1
0.161000,2.19772,1.62849,-0.140523,1
0.162000,2.19772,1.63824,-0.140523,1
